,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,CNRM-CM6-1,CanESM5,E3SM-2-0,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,HadGEM3-GC31-LL,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
1952-03-31,0.06642101811452926,-1.5959049266187855,0.39244438288271893,0.6710718183502009,-1.1425625278136555,0.7504632973191202,0.45281989194745403,1.1171448954780587,1.306913592493066,-0.8563967652012942,-0.5763285945395799,1.468173659387774,-0.6077257025403249,-1.634387393210926,-0.3903633202710301
1952-04-30,-0.28132865934773166,-1.2934356205463027,0.24423809968895294,0.7784990270973979,-1.4245334866929462,0.9261147459382901,0.3227983484220889,1.3240220228317352,1.5466022594658795,-0.8714942215068929,-0.03518731567023946,1.8376240704614182,-0.4447083733847147,-1.600750966331975,-0.4225382615913448
1952-05-31,-0.652940282782612,-0.7822130364042719,0.1077219671170275,0.9775311547832193,-1.4921632608059192,0.9400689045104086,0.11028732378103487,1.1829927367946718,1.679043035292079,-0.8969116028363687,0.44232077960619415,1.9814707718570235,-0.27615242940394824,-1.5105138996513108,-0.47968661832889037
1952-06-30,-0.8116135347135196,-0.3771571912789633,-0.02554768089676461,1.132943028176215,-1.417999142428392,0.885541160863585,-0.3050193132422383,0.9833318525234757,1.7762694216614519,-0.8356755336850815,1.0312552485367272,2.0508815702584573,-0.13652676910652362,-1.4496126965944038,-0.31236896497824534
1952-07-31,-0.636417488382695,-0.2619740341475304,-0.2588955908289422,1.2855266166553516,-1.6165625440333542,0.8694191120595164,-0.7934654648831684,0.9201567526532356,1.858011595374472,-0.8092714233491168,1.416052055333515,2.0133917603828992,-0.22273990003697997,-1.2450653258063225,-0.06737040367455027
1952-08-31,-0.5931625293299932,-0.30307780985053795,-0.3133322813145909,1.3623611190243878,-1.4946419530706287,0.8425003437232274,-1.1759609318179716,0.8436324145309712,1.9008391336604789,-0.7199982284985474,1.5956169416325303,1.9982228089978227,-0.2952758594847554,-1.1478602372420972,-0.15060096917835716
1952-09-30,-0.5038625481943269,-0.3592335383275217,-0.420921671438857,1.4308436968247413,-1.3071545489838325,0.8272427104547054,-1.403301983418902,0.7649545498758206,1.9817929997418933,-0.5577529905355176,1.6539923589906136,2.0918284043359003,-0.34188387048134633,-1.1035525517637605,-0.2235163965563339
1952-10-31,-0.4088397469080438,-0.4320348515274765,-0.38817009610651865,1.5327863630267888,-1.206291309244761,0.8647468496487042,-1.6168720631195017,0.7639985082932771,2.1311696331609786,-0.3947506840269868,1.5926632032232504,2.3157678090327596,-0.4005678875817562,-1.1346599924398235,-0.23443873492316084
1952-11-30,-0.42433154792397815,-0.4277951601768229,-0.328423135160369,1.619619169252904,-1.083605877433096,0.7565354376868717,-1.817688303353976,0.925239782163228,2.259399903551664,-0.2621059822834884,1.4502528645310784,2.530046428619069,-0.6891951085878955,-1.1802538527996442,-0.2710619973868197
1952-12-31,-0.518463861557062,-0.3282236552023683,-0.18006091138744168,1.660860444916401,-0.9415699721432668,0.4852663681770335,-1.7956841618462858,0.9231555027776016,2.2861239990505124,-0.11107603016639693,1.2351072528770302,2.699298496569842,-0.8580862696702348,-1.130879399819971,-0.14423210117501953
1953-01-31,-0.6914473407652691,-0.06341419634836659,-0.05927920646897514,1.7404254894251094,-0.7674620572922013,0.23184493707760057,-1.8119138616639314,0.598836947274733,2.163980760386216,0.07701870212890798,1.1758335603542542,2.677188617120057,-0.9917944341062416,-0.9782605563883158,0.05380307226793964
1953-02-28,-0.9182426312795556,-0.008363806820145476,0.11030139722233032,1.7941969977682113,-0.5690022748899076,0.15881590064694476,-1.6736619432320354,0.5855364714053872,1.9035100724807452,0.3024923667424868,1.0688234977632252,2.4440785612302847,-0.9561358171581966,-0.8525059945462953,0.24693267513639974
1953-03-31,-1.1068305582586002,0.10673961660030114,0.2647788890696015,1.7097496671920804,-0.4183992019791024,0.05900545808428723,-1.3415414895205382,0.5241687580716499,1.3448878602112075,0.6223899832977359,0.8426207154831468,2.118952655626067,-1.0257841535221128,-0.7491324133920834,0.39283776127569286
1953-04-30,-1.2873638199304316,0.20667435292480463,0.4220751076684912,1.5806389714370062,-0.37160783497789995,-0.023865240304788135,-0.8448950821407969,0.449108817991748,0.7071066755148588,0.9842435165134054,0.7243375662929172,1.4628949615527547,-0.9570932425615332,-0.5440059556536955,0.3854967231659786
1953-05-31,-1.2858523593339481,0.15200750818826508,0.43667883052868495,1.4483074557869404,-0.2702681136416322,-0.06895147343036331,-0.39211113730793407,0.5389197177673626,0.08043098538509995,1.3786621585701482,0.653232057240369,0.8261888888915161,-0.8080828072415654,-0.31085655579737065,0.23451106843110892
1953-06-30,-1.1537018520162847,0.030445122204920953,0.46558703230691967,1.2309768688488663,-0.2943152609450464,-0.25300595281537985,0.19670033030952339,0.8854188995044009,-0.537176788653179,1.739919510514819,0.4775351461844041,0.29971237882689933,-0.7169473533802143,-0.0512560212596549,0.07616194482168227
1953-07-31,-1.009956145684766,0.13115426568318717,0.5095198478210781,0.931805475142296,-0.42751469852065704,-0.8864923980234738,0.6436122584844067,1.014095175444497,-1.119793303644893,1.984261904012171,0.4309659305829631,-0.24541246507593242,-0.8543617412044274,0.3047323195873393,-0.14493078503613324
1953-08-31,-0.9285417209851784,0.09201152236215075,0.4975415325932596,0.6776184338850976,-0.5194393334135085,-1.4999594805387617,0.9536097764900875,1.117979633737709,-1.3901418364372342,2.0006204960462526,0.5195156051915769,-0.7513698425328413,-0.9295859287976593,0.6245359987109016,-0.33403102853632954
1953-09-30,-0.8119795325575794,-0.036225565387945004,0.4824502175128868,0.43193696883760263,-0.4227043340329976,-2.140110694803534,1.2038138273041281,1.2165107402203905,-1.4798139789057596,1.8770425490190668,0.6228375309645828,-1.0759772529614338,-0.928876680089204,0.7818975156027975,-0.37382070678921614
1953-10-31,-0.7080887793699567,-0.10808466584630967,0.609997549227482,0.24682787386673227,-0.30794141826963123,-2.5635478495094826,1.4166550505620215,1.3675852678536236,-1.5758098793581572,1.6938328634474664,0.7680793535286002,-1.375182436511528,-0.9904597314295867,0.8249083382890615,-0.43152820799888475
1953-11-30,-0.65946876806742,-0.20169335080150286,0.6971904066687725,0.11080676397667692,-0.11265548786222172,-2.5566247127827615,1.4920637325627792,1.459588037439417,-1.3442663372064745,1.516491343847395,1.0485830632849036,-1.621434281887307,-0.9719749044322407,0.7303519463393,-0.5033684418262864
1953-12-31,-0.4797238886046638,-0.19599239588479894,0.6936049423042419,0.04007469947438675,0.2282038839761602,-2.2371162432555427,1.4901149954177975,1.4153870820750252,-1.040272004903953,1.4064164942649933,1.1214333738443285,-1.6919584240984926,-0.8384025621594039,0.5332188171273213,-0.6026812586886449
1954-01-31,-0.1783149514399239,-0.15504184481701133,0.6551378765951509,-0.10152478602403682,0.6150867225507156,-1.8860282349859687,1.453093708510697,1.4047627568605705,-0.9225625928111078,1.3660134569510718,1.0706040792722475,-1.7121948136273537,-0.8424811943212747,0.27820862368450844,-0.8537347827431252
1954-02-28,0.16544109532511242,0.10859922854658934,0.5674543931903728,-0.2380580680508291,0.8054558189292296,-1.4101858311386453,1.2819562449218558,1.2763699443181837,-0.7564913939869785,1.3361187270535069,0.8679579190650105,-1.7175980249960878,-0.7126144748494806,0.14371080424966337,-1.0182450867867239
1954-03-31,0.43612451461740304,0.3626534957186563,0.4323076165043741,-0.45452812760496575,0.9054045750445693,-1.0822432304909388,0.9245032378827691,0.8726466635448137,-0.496709747085376,1.255304127577053,0.8554475542313985,-1.751462405369414,-0.5104226467564958,0.05264839910931364,-1.259096689427561
1954-04-30,0.7216122914434007,0.5305719039340132,0.33454679626419875,-0.6080014053115576,0.7912249716732959,-1.0338826806663568,0.5186475072709664,0.5090477840821026,-0.4625328364297959,1.0785149603965505,0.5756815116071193,-1.8143580303253777,-0.3638013471743802,-0.05955505936642404,-1.4342877120127935
1954-05-31,0.8721492340882521,0.572745559705624,0.33115852521472816,-0.7694008400624759,0.5776597631312812,-0.9837380302351608,0.024211711411638352,0.06922667136419663,-0.4745906224123195,0.8226117218678464,0.32947572431262484,-1.9192001841045783,-0.06555641279025512,-0.08522346235881084,-1.491190278920333
1954-06-30,0.9630840972295391,0.6671317677891371,0.36662264628288327,-0.8530232216244732,0.28889692250212395,-0.900382284373033,-0.4283201818341443,-0.3577583727169605,-0.4192163227818063,0.5358630444016762,0.18888031089492915,-2.0121124635920107,0.5346048900427656,-0.0204837400884445,-1.3637899165651912
1954-07-31,1.0870865872330915,0.6059007019834217,0.48747981556615166,-0.8872319391820664,0.21093182074348454,-0.8091900553011835,-0.7514210570417018,-0.5031041663265259,-0.5318151149047986,0.27813832236418123,0.06569927831331325,-1.9487069696079196,1.0378344275639126,0.03193943536490066,-1.2852750696715585
1954-08-31,1.2865468240479332,0.541519894026063,0.6496012028973961,-0.8287808977820152,0.3095917487698973,-0.6242769063829932,-0.8859161110049858,-0.5431955627657225,-0.6526658403980203,-0.019829179923508463,-0.19864629172712214,-1.8611308990500595,1.4521968842095552,0.09604216198992996,-1.1474248047815638
1954-09-30,1.4210824507041406,0.5175333305521876,0.7936596825691371,-0.8161735633019828,0.4838203279536525,-0.5310234920997845,-0.9391968642913032,-0.6493392947211527,-0.7249018115436724,-0.22562297428143457,-0.2329030883585109,-1.7661326328466558,1.791983231543844,0.1913688676733294,-1.102873145468004
1954-10-31,1.5075540126569886,0.5512765795092496,0.9385099692444271,-0.7864377850735195,0.5450040044948953,-0.5045946308970314,-0.806810450264907,-0.5039857941601624,-0.8675739127986659,-0.33753972453944225,-0.11037695197183028,-1.72898156369408,1.799491727534407,0.2711828558761677,-1.0342099786106362
1954-11-30,1.4432967850010536,0.5126669576675532,1.132447739524788,-0.7535640728225746,0.6723749178550624,-0.37825760957815924,-0.7705847703884319,-0.3749681054770479,-0.9026560760959651,-0.5112069707994822,0.08813456097286702,-1.677465576730298,1.4760634833181523,0.35871573248720784,-0.9948633663360699
1954-12-31,1.178354247688952,0.21077870669043697,1.2036501152042742,-0.7077765852461181,0.7384160463717117,-0.21456132995572763,-0.7138312496479384,-0.31746220469622033,-0.8859287418848052,-0.7301505095018473,0.29440342345363196,-1.697096905712517,1.1598032469026178,0.3508997529056958,-1.06458279549357
1955-01-31,0.9497535000360219,-0.1161141402790676,1.2754216969720393,-0.6781796017569994,0.6597844404447107,0.011761965756133096,-0.6874199412744688,-0.25566395786008905,-0.8044797511527112,-0.8971168416131964,0.3764287423729657,-1.412466205427943,1.015065299202244,0.2909216646768776,-1.245632965542076
1955-02-28,0.757352314639084,-0.3623988111182154,1.1989350016835378,-0.6449200010335666,0.7200184791865563,0.39187753408127773,-0.5135867033554607,-0.013732671054765402,-0.6101773663510732,-1.1276268414307182,0.5685555821110259,-1.0344404403207506,0.8260814945528255,0.32471527229948305,-1.3902394063680135
1955-03-31,0.3521549851413532,-0.744986958050091,1.0130056373187786,-0.6083649049356641,1.0819827078913837,0.7865149886327509,-0.3051233418271876,0.16466538102742737,-0.3756194015444692,-1.4593335757657904,0.607865524338195,-0.5357295407838888,0.8345737523177978,0.4151250918098606,-1.6394259503170114
1955-04-30,0.05800842104304904,-0.9964350380948116,0.6691035706056488,-0.5031595849312731,1.3317405085489644,1.0324434939845812,-0.012339335189030735,0.39339187343354215,-0.23677357215856487,-1.658299869540772,0.6289485598302492,-0.06099276376636277,0.9641377758590043,0.5938193933467416,-1.850564009451992
1955-05-31,-0.191879516706384,-0.9182660414634801,0.3535415962278748,-0.3594287549957501,1.2047795119847022,1.2483908555613203,0.22359759148886565,0.45977608128397307,-0.045120212343880015,-1.7577300250324923,0.6392348496639128,0.47616392510778766,0.8562494541846865,0.7668269637060758,-1.8203587336485176
1955-06-30,-0.6504385151104405,-0.8175793068059488,-0.030983051823458646,-0.1305068869637167,1.1809280879295883,1.2889443992617917,0.5282868096918591,0.49386684564784233,0.12614611971453818,-1.7696897711419581,0.6032057427527523,0.7425921256411459,0.5758592861309456,0.9068509092824113,-1.584961314753474
1955-07-31,-1.1775335267043814,-0.724831027177534,-0.28329299508823075,0.09337301780468364,1.1329086431608482,1.1749503200301936,0.7274958534303992,0.5302918226732105,0.18399042109586358,-1.6327430362360886,0.40832687558034747,0.810889684400796,0.2860861448161533,0.9685501817498243,-1.3030807659864874
1955-08-31,-1.5588566913804225,-0.4747045572584345,-0.4778689071004609,0.32046709595943074,0.744329321180833,1.0512516472882678,0.8259701196834406,0.6896411446964649,0.29062979733072675,-1.3528685112161045,0.25891820775779145,0.7842819938600328,-0.020420556058225264,1.0269121615237908,-1.0082661208901464
1955-09-30,-2.0000404864063577,-0.3522916891955411,-0.5561667471442064,0.4962638113656526,0.39122388784233614,0.9685180173472842,0.8868727592851973,0.8807828213496046,0.3013620152475483,-1.0681739014544296,0.09427941432773895,0.7220353849240776,-0.14075844905228552,1.0600030787629993,-0.796071919335011
1955-10-31,-2.33571012092365,-0.30582596255018224,-0.646028837462485,0.6375495080621277,0.24823116200530715,0.9271591616972376,0.9208586313243631,1.143680527328883,0.28758102251135054,-0.8087462161985745,0.05766269398959559,0.6227706424847576,-0.2078446805751565,1.181518626803239,-0.7294404446385976
1955-11-30,-2.5531917159225084,-0.20138653212263374,-0.6635058124371711,0.6305664537975212,0.13822540440967385,0.8985248269783801,0.8258620167148576,1.3223637903640897,0.19130188481336788,-0.6311175958415419,0.07370484910803235,0.41369077476912514,-0.32566491217829774,1.3123847258940147,-0.694475319125665
1955-12-31,-2.6842484139384415,-0.10994473885658994,-0.5934850797763912,0.613347776220111,-0.019704045633783418,0.974895240477808,0.6528184982283022,1.3087150734968651,0.14980212768136883,-0.5476461431131299,0.0037542064119798955,0.20092133844216545,-0.3243124346173437,1.439002565256912,-0.5999589334328139
1956-01-31,-2.7052372307741708,-0.21729367886972917,-0.4390204813381816,0.6159603255829351,0.2111189559200567,1.0366391240969879,0.40692973753302586,0.8385775596996615,0.1928558233405684,-0.47598343521274616,-0.14398584761791897,0.15930509637304877,-0.19647029447493602,1.5330085633914616,-0.36082536303560186
1956-02-29,-2.4752142311564977,-0.11892755999665626,-0.16501009017019375,0.6214969477783209,0.29297518797834465,0.9636034553220695,0.1540411194534055,0.33695811424353267,0.25741782030993104,-0.35173454469247667,-0.24490338646600843,0.21750455791467996,-0.300180931837414,1.4482971362245982,0.0277148242066786
1956-03-31,-2.1969619679960335,0.0880223237202931,0.23587827208658518,0.5593603828379857,0.4655686229372246,0.7158946834140756,-0.05223157432767406,0.055894452279616015,0.29318475135026895,-0.2298001442023583,-0.4602308220974633,0.20359865360102344,-0.413422286903254,1.1813334202210066,0.4149895407788698
1956-04-30,-1.7620738348321874,0.30084227619900783,0.6914350679825491,0.5380337719470681,0.5095452806030448,0.5391453627706398,-0.15641087194963363,-0.18359616784249536,0.33031078874613967,-0.0929669287439804,-0.6656384339615607,0.30273725628037695,-0.5526948914124631,0.8169181297792545,0.684604337033606
1956-05-31,-1.2155176400138779,0.5375020871272713,1.1175126009307716,0.5453622146788395,0.39009255088194145,0.3154641002714269,-0.278839536099203,-0.27948228524652746,0.3503803224552038,0.04432472016661753,-0.8378219754540988,0.421366971720956,-0.65323322737541,0.34224419737147255,0.8507956667055914
1956-06-30,-0.7219990702245463,0.9813658406821911,1.4255672802901416,0.6155674111314546,-0.06661793882001636,-0.01636416777221898,-0.30710225043660366,-0.053591094358588096,0.3128506434174287,0.134737737383247,-1.0404600861623359,0.3844167377072294,-0.941728919792663,-0.1296768821977519,0.8953506129559566
1956-07-31,-0.3933943963068166,1.312812878776865,1.5681782851857589,0.6768936539769741,-0.4086493317674424,-0.38018244297535503,-0.3353324035116047,0.09449475864729812,0.21399858722901657,0.14831360569488655,-1.2518517902828468,0.3324987679618464,-1.16480865832182,-0.476427587516712,0.8177765004790885
1956-08-31,-0.04507632005285256,1.5494669572161033,1.6681261371502145,0.7735218500609571,-0.7008876852232084,-0.7187882299281423,-0.45149261763348003,-0.017069557166518628,0.04527601057588175,0.19717333278068766,-1.5159492463541129,0.27993671597407754,-1.334370675266196,-0.7178034463597895,0.6767608555054793
1956-09-30,0.22141261273054821,1.7667691949771285,1.7025466505202058,0.9223122369594667,-0.7507427480294029,-1.0180745323842295,-0.6606408779002202,0.06931671017143315,-0.21363146718792445,0.22092647817738964,-1.7954127225159893,0.15543211279257116,-1.2920485437350768,-0.8544064171786898,0.6206643185456702
1956-10-31,0.34683786551985896,1.8741222932355566,1.665828917046446,1.0346867939648845,-0.6785448882070062,-1.1499663610717716,-0.8100213129694599,0.05044280258490344,-0.49326845194235364,0.22031949350374977,-2.0133865493186023,0.099726795933883,-1.2190370087176579,-0.8047180893393967,0.5902351058842377
1956-11-30,0.3898552901466318,1.9355169847085336,1.6359469656828265,1.0328934900384807,-0.6904196646580156,-1.1154777277357926,-0.970098122736953,-0.0030445793895923744,-0.6707181951457147,0.30734189988463095,-1.974040621095905,0.022091734592623938,-1.051951302114031,-0.8350401129248761,0.6001983291942926
1956-12-31,0.4608851593982605,1.8591709087495656,1.5334057244240984,1.0123284908440238,-0.6165396300243804,-1.053975556218624,-1.0792511531904443,-0.17107173464381326,-0.5521871788290349,0.45687813207753525,-1.804630888035005,-0.23820971535174457,-0.8380282049492854,-0.7980444951064588,0.6738357270838726
1957-01-31,0.5601650077006739,1.7535776737842232,1.3699541226687069,0.9000803784915934,-0.6468451707091153,-0.8168113253461261,-1.0694359132462472,-0.21220890457739425,-0.5122157962790422,0.5702272500363813,-1.5981380600820698,-0.4849051521883309,-0.5310140973855784,-0.7441439179882983,0.7003716857668888
1957-02-28,0.5986399529970317,1.573300529528346,1.0103421954498195,0.753946019242016,-1.078833248846073,-0.5645172433565702,-0.9097578701238851,-0.4459700936212808,-0.3793473538331726,0.7194150292489759,-1.3624965757511627,-0.7441382150147585,-0.28508150614835875,-0.6745296461538821,0.6247679092972735
1957-03-31,0.5655989521922138,1.4513519822388523,0.4588232508861168,0.5561686787943899,-1.3670051192789068,-0.41899874550338856,-0.7267936401964823,-0.5437886071507978,0.11785931955577807,0.9644989742450494,-0.9855153589832055,-1.0843049659644968,-0.21912026384754216,-0.6239001803634189,0.5010831864530775
1957-04-30,0.5738610825231166,1.3128808381727455,-0.1654213467075703,0.31072961582687747,-1.4265641597380723,-0.3090885670684647,-0.5890289196532397,-0.5344681251684835,0.4190420357196824,1.2194212713570556,-0.5517084672764372,-1.3812688688981554,-0.2202343977685787,-0.3798654057244016,0.4210106367888844
1957-05-31,0.35499582505552524,1.2417080729913026,-0.6389055874512093,0.00600525963322747,-1.388244949072263,-0.026683642127128572,-0.4276450733969209,-0.3346761001080021,0.6132886379187548,1.4749626169668935,-0.22088970677230882,-1.5501169197770697,-0.2410147583703507,-0.18922390778670317,0.35305044925268875
1957-06-30,0.04905122904879741,1.209367709601669,-1.0483998390220253,-0.2976216406918572,-1.2154253872536966,0.14358234295088598,-0.3428217093891122,-0.31044691151362963,1.028333591654417,1.6551531834158755,0.12317379408602103,-1.5912945041630013,-0.3052896413791731,-0.027371790577641317,0.41567587841368814
1957-07-31,-0.22864045538336894,1.2022966789703131,-1.2943480225686284,-0.6646843834061322,-0.6839225454989893,0.351117681221346,-0.4100578127240984,-0.21801921437537153,1.3870139010953704,1.7773481069545536,0.4830185744833607,-1.4000875743163057,-0.5039651210918692,0.08107585749324694,0.4427976422784715
1957-08-31,-0.4521855320449268,1.1676622776998833,-1.3521953989689894,-0.9753104483051592,-0.2605662995585875,0.5390566529775199,-0.5182437736843231,-0.261098760191541,1.3830515112572719,1.823585453134633,0.6139999993193826,-1.1657692956021701,-0.6287041168227268,0.16455609870752097,0.3864673675902766
1957-09-30,-0.6509009298874888,1.2233541848635565,-1.3421976568871028,-1.2469703788470217,0.08144935962533369,0.5868121856199331,-0.6260296381328132,-0.3349742606783555,1.408381906538532,1.7553622565474503,0.5559654561426294,-0.9169497474043456,-0.6945867716692139,0.090528095832277,0.35103141974377805
1957-10-31,-0.6082632670898241,1.3723194209556318,-1.3420610974298743,-1.3977768427027109,0.253720231269661,0.5652693007719759,-0.878299999242622,-0.3624213048672674,1.4703528232398855,1.6604189776349996,0.3516932971374399,-0.6526735709649758,-0.6713188684988527,0.0028054165238204525,0.3103155557421624
1957-11-30,-0.5099081412850595,1.5864046901028095,-1.3686119986406329,-1.399721843414652,0.1533785465870539,0.4514226069684336,-1.0537941597405236,-0.21395096858770488,1.4588839977588688,1.6480639551759946,-0.016501226998669235,-0.44347898495627297,-0.5018740555155672,-0.02057632295639003,0.25912860672405913
