,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,CNRM-CM6-1,CanESM5,E3SM-2-0,GFDL-ESM4,GISS-E2-1-G,HadGEM3-GC31-LL,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
1968-03-01,-0.012772358927756,-0.1387756915839025,-1.2825709025457814,-1.7461861458298844,-0.0419227121691825,-1.5323044935871843,0.6289875481449905,-1.9966555616655528,-1.5520408590053043,0.3500563445615106,-0.281711147360895,-1.1775338810790683,-0.5727872584492018,-0.5042736756716968
1969-03-01,-0.2466371950701562,-1.117198416386394,-1.274813694908166,-1.5202441992914413,-0.7615473702207688,-1.9464583144557588,0.1488172546337359,-0.243228935836709,-1.5435776033347433,-0.6590333133743083,0.2341196988778952,0.0742068329212098,-0.1631666992200869,-1.757225567899171
1970-03-01,-0.2628404484848844,-1.3677867632252063,-1.3068814305414462,-0.5814940818487059,-2.344462994186576,-1.4266467658926447,-0.4928414434006405,-0.7415767892220061,-0.5553094586280958,-0.5893652028137669,0.0759350298479263,-0.9098121160440508,0.1080850951799101,-0.5465792594442621
1971-03-01,-0.7270004504412637,-1.9746613694621225,-0.5785608823457961,-1.555242442017961,-0.9684212318071548,-1.4716519905412844,-0.9714544068550168,-1.427699598087527,-0.3705440237906806,-0.9721906356464,-0.7340531511228062,-1.2173527534917032,-1.0112599878633446,0.0791692312548972
1972-03-01,0.3788595481299446,-0.3775865501115575,-1.7135474506414785,0.3038735755699605,-1.169469995907588,-0.7658264708805052,-0.2806278264667883,-1.7858838092276474,-1.2631250422007338,-0.9406017709392882,-1.2742785155370873,0.2329153292946588,-1.6928887323234467,-0.5583813799690709
1973-03-01,-0.350966221413324,-0.4863139020032094,-1.751274791253998,-1.0844157338437157,-0.2556195047086498,-1.396421106448147,0.1850897183221052,-0.4857642647128515,-1.0696248975558516,0.5966208652833098,-1.168396093896119,-2.258383394504607,-0.5766761977959592,-1.3948950079766769
1974-03-01,0.2679526166912055,-1.5442047172685025,0.7728615012453364,0.239638546275095,-0.9460257903045648,-1.758041399827506,-0.0119094437965961,-0.8193931570370243,-1.1016561071496835,-1.3550428022811578,-0.9395436684083436,-1.232147555026646,-0.3033452307185533,0.1022227533601782
1975-03-01,-1.0792206834734994,-1.559660829356709,-1.8800886643014385,-0.8457741595607308,0.03868629838823,-1.3340039906366712,-0.8200447141130635,-1.308182033597267,-1.0491969075791947,-0.818512189315904,-0.2589248780474697,-2.209515577202496,-0.5163495060383231,-1.2928604610987742
1976-03-01,-1.3397896253082269,-0.8576708951173655,-1.017547170943432,-0.4269220455007038,-1.6403593819455045,-2.0182991749400236,-0.2274637059732731,-2.07409523417558,-0.7659798347932821,-0.8076912373016384,-1.097185205734448,-0.7449057300024373,-0.5677448166512925,-1.3949172632417437
1977-03-01,0.4460426086364614,-0.4487092197815235,0.3645356740610672,-0.0151501058595393,-1.0458942291027715,-2.1581250084371897,-0.4746317281422398,-1.2959135611224888,-1.0366084412664656,-1.0882741371750413,-0.4996633034182234,-0.3310800508155108,-1.6200952347760007,-0.8331210527677713
1978-03-01,-0.9813017328282276,0.7262229325675684,-0.2501192928693636,0.4371665735076563,-0.407963611415538,-1.474680859539968,-0.4795884497512154,-0.5744825873291952,-1.736118870369429,0.0799836112837609,-1.4585312486197248,-0.3021920811797158,0.0606226130626928,-0.1863652631525075
1979-03-01,-0.922683917138588,-1.6795248827647298,-1.2546393570442498,-0.0428818039634655,-1.5980587876028365,-0.8288570329804944,-0.4554172196641152,-1.3541833159749737,-2.012102923394518,-0.008585357271391,-0.3952818766783771,-1.8608710809294764,-1.7283926979358226,-0.9184140597949472
1980-03-01,-0.4933381473919007,-1.7415835764013143,-0.3920124424369646,-0.9880147349278176,-0.1493854795477085,-0.5197829435455698,-0.0039674503722716,-1.149567739811577,-2.067807971593623,0.3507925602415627,-1.0742706218317812,-0.0097107045229878,0.0889245488986215,-0.6089808604851457
1981-03-01,-0.9396649561451668,-1.599657423177943,0.3652225375473604,-1.430113650802998,-1.7478646428994926,-1.7335008296922818,-1.2717965881013564,-0.3931678343647426,-1.2290807422972614,-0.7723559863314685,-0.6138824460914094,-0.0608606885538578,-0.3383615536370318,0.1388350060352582
1982-03-01,-0.9417073772649148,-1.2948174655213156,-0.1358903066554537,-0.8177510133898245,-0.0637781870507439,-0.3647505309970266,0.1583900044945327,0.4846527438329525,-0.2945438785852877,-0.5490031990654801,-0.8527575694983248,0.162907653436927,-0.9643343277607542,-1.527195501986713
1983-03-01,-0.3739058722074825,-1.6862814919386993,-0.9692381733191354,-1.5237335369008516,-0.1330200020566756,-1.6942918056529206,-0.6201784401529998,0.3727095084629795,-1.3392262348762591,-0.8210626362918585,-1.5777091273852228,-1.0204269708872773,0.2113902234411752,-1.0697344305812828
1984-03-01,-0.9360035288039928,-0.4342657643373653,-1.436468278160597,-1.5249887023940605,-0.5032317233742738,-1.1696196436402997,-0.5134303453495646,-1.7453947008066475,-2.3476702807029484,-0.6278283704482744,0.5293548241875692,-1.0316558388729649,-0.732794400534306,-1.3182722502101143
1985-03-01,0.0690735163519219,0.0220095286973091,-0.6092230202024266,-1.4873440675139562,-1.4634925342996972,-1.6870753577221556,-0.1375963740707685,-0.4551071444703755,-0.6289862699379344,0.1444903116415455,-0.4568613129159717,-0.9725187254774228,-1.214845583667364,-1.3357298043929902
1986-03-01,-0.9951395403592204,-1.1094186876060932,0.9033417642719224,-0.8753351433787429,-0.554932917150187,-0.7774701560953015,-0.0233907221678385,-1.5562235619758793,-1.8585456143025372,-1.0789842909486236,-0.4796865024378925,0.3615931187443746,-0.31086712824355,-0.9373297540397478
1987-03-01,0.0002165759997968,-1.4238319572692557,0.6246880063384053,-0.4178031634804201,-0.7736298937874447,-0.4058898925580953,-0.696630664000557,-1.5260304074637725,-0.8684258441295427,-0.1624653745862495,-1.3616223463785802,-1.0456648347359332,0.2194062491060189,-1.707876578703193
1988-03-01,-0.6668393126659506,-0.3318826064546492,-0.1174233787482671,-0.4624023570656502,0.4652000799323803,-0.2347259535041067,0.5321309635100286,-0.4959125758582463,-2.1467954306234165,-0.9810792152446896,0.0622366047137019,0.0610256397695809,0.1926817616005867,-1.9055020385951296
1989-03-01,-0.0566422537322981,-1.9895523759292544,-0.6526605845259791,-0.8452327839687497,-0.2808657496270165,-1.1344073252360625,0.1327179702304033,-0.0134000423057935,-2.0197594825249463,-0.1084479898103364,-0.3448209061312359,-0.2684228907375638,1.0542317542518953,-1.0130699420501916
1990-03-01,-1.030034209849327,-0.8120434228636332,-0.9992865392513632,-0.7224750698049774,-0.1482261098009722,-1.421379207286089,1.0099894269806908,-0.6651000130935509,-1.5151977761518365,-0.8011973951499974,-1.4345778879969289,-0.4108127025662371,-2.057903212878934,-0.5748023503186591
1991-03-01,-1.7329678147348044,-1.1338358007590117,-0.2366579575969692,-0.4565146146106616,-0.7006700388783289,-1.175831479465797,-0.5104707731216573,-1.774167980836387,-1.924892766296836,-0.0052074089736477,-0.2867955885785178,-1.2991213058283433,-0.5344205971771482,-0.2198360053327369
1992-03-01,-2.142904323313486,-1.7070801685941812,-0.853077556668118,-1.5710297392407562,-0.2552209611822384,-2.260066012156654,-1.3634904002407433,-1.0816785310853383,-2.231834633446403,-1.726208102859297,-0.7308096729942312,-1.0054908314710091,-0.8403344944694101,-1.93044742788194
1993-03-01,-1.9692868841057791,-1.4590026339467532,1.5258418794485415,-1.6993574977692945,0.0111218435434254,-1.397704804303519,-0.2912281819478639,-1.102140065032371,-1.7229929558204269,-0.961443508849342,-1.0109807844849203,-1.390157264942495,-0.7718169924768712,-0.9315202003823252
1994-03-01,-1.1926949260456985,-0.8193844731627276,-0.7241975170139204,-0.0258322119569409,-1.780408936593773,-2.0891520167147197,-0.9532034421433836,-1.215333522014843,-1.771942270393287,-1.1554787237373685,-0.8553108261074278,-1.1500070460164775,0.0725017142212184,-0.8854086482910376
1995-03-01,-0.8933528401175636,-2.080058283271091,1.1237608539782025,-0.8744724393051071,-0.6974093635925901,-1.9485326396292593,-1.03212642945744,-1.2288701511905238,-2.2136114343791764,-1.0864379377132087,-1.401551811352939,-1.4391581580368926,-0.5286057224800009,-0.6997907071070149
1996-03-01,-0.7577611279471025,-0.1940228090932237,-0.321319234566269,-0.8242287439255532,-0.5421066751472873,-1.077848800419838,0.5743378220458056,-0.2254037027660895,-2.1608978471932816,-0.0985846379221571,-1.9950138417395784,-0.0257011622203987,-1.5630250387866418,-0.2833781505674004
1997-03-01,-0.5423576054131161,-2.4400390468532565,-0.8708498294976396,-0.1703750042196241,-0.4340599436465118,-2.103526805036829,0.6296307088409384,-0.4989011195661527,-1.634338993449984,-1.0592969529048974,-1.262588789214426,-0.1880983930897746,-0.5590532442435348,-1.23495644630462
1998-03-01,-0.7482094230522252,-0.152384498506757,-0.4188987920994156,-0.1319603575474473,0.1278774995459724,-1.0756311323625911,0.3894579738123052,-0.9424436746920056,-1.7155657438587557,0.6199858951079289,0.8906312545930666,-0.3553615972819097,0.2463778068409388,-0.8381910062260713
1999-03-01,-1.5714912521619175,-1.0562097519531484,-0.4003722445357461,0.4693769871874521,-1.2700062852509657,-0.9080858328521224,-1.3708803606588202,-1.54889306962301,-0.5685872381339094,-0.0464955424090877,-0.3580811034496632,-1.1554311733750116,-0.1685532413369219,-0.6816725360595728
2000-03-01,-1.3732155281465637,-0.7633479957636189,0.0495371922581214,-1.9426016424810608,-1.033007801599432,-0.4439943763545348,-0.4235587355711273,-1.119911253735017,-2.5085813807254307,-0.8315016477275442,-0.6755329945888002,-1.400688954664417,-0.1298926255879982,-0.5294378531797093
2001-03-01,-1.6516403810803535,-1.1260082919325487,0.3673533818815973,-0.8278163455519308,-0.4681713560927646,-1.311774208708286,0.2336681917950592,0.7626924238910875,-1.607151708848443,-0.8124948692637803,-0.4753444221731094,-0.672433810156479,-1.920686462614529,-0.8220681507825794
2002-03-01,-0.8526792065224928,-0.7687059842029518,-0.7111175216273269,-0.5465950439113054,-0.5682803057349419,-0.8098135351570523,-0.6370213482031152,-0.060193905924826,-1.5397942533208486,-0.3115217126047378,-0.3795480689432229,-0.2205137845334897,-0.262375519413021,-1.147621244572271
2003-03-01,-0.7955836414493437,-1.5268410222845374,-2.0549484581461703,-0.4130354112296976,-0.4138549985795585,-0.192526859398184,-1.0842870334299193,-0.2501042507619853,-1.1283091055137056,-0.430886896304647,-0.6698668729285818,-1.45661072608906,-0.7706028964108187,-1.02452855847191
2004-03-01,-1.2646749363594785,-1.393154175538814,-0.2198247171905895,-0.766019716926366,-1.5366430281909893,-1.1623124127691915,-0.4491537577967951,-1.3200552508967278,-2.105670994098374,-1.3746195359670008,-1.79978109000032,0.2691836483268109,-0.5120965199474208,0.1262442533403889
2005-03-01,-1.2544310657096922,-0.2049688457727607,-1.1079863146467643,-0.0871402796437907,-0.640777419774969,-2.567488508779471,-0.6852271435593951,-0.8178598077283773,-1.2742718874881938,-0.3819750765107439,-1.6448200653194152,-0.8488799203472246,-1.707825003277759,-0.2312030048575891
2006-03-01,-1.2746887150777475,-1.159914903689789,0.2775560644179595,-0.9440295437637464,-0.742529472065968,-2.6313373901834383,-1.2920933743280745,-0.1929856554862311,-2.196925942607656,-0.3651562820577198,-1.4634197843339398,-1.6494050545407148,0.0642976148973319,-1.318734942659628
2007-03-01,-1.0425092603160615,-0.1211337137159441,-0.7448840810031129,-0.2604501868892888,-1.2004656709988848,-0.6553385779890843,-0.3142098638794172,-0.8153346473252762,-0.6369674782041012,-0.5304579685650818,-0.599248692211779,0.0300295896931091,-0.4382066597734987,-0.4936249890233261
2008-03-01,-1.405200963808641,-2.3779958686296925,0.0995530462024219,-0.5348418361541164,-1.0159681135784486,-2.094274071667971,0.4282659906300399,0.2448204438247528,-1.1460755221462962,-0.6876134479651896,0.5548790303418663,-0.8479701082283648,-0.802299385743333,-0.1002148300520326
2009-03-01,-0.5197853514987318,-1.1346312814836264,-1.5362029992710378,-1.1257638044170644,-1.1182619589453136,-1.0243704436589616,-1.1332812160190089,-0.8100108411420996,-1.1978311994201143,-0.0262731342292982,0.022642226528882,0.3175172012371706,0.1310357980009829,-1.2293638448158193
2010-03-01,-0.6203283369436295,-0.4980837447340522,-0.450792599753603,-1.5350037676171124,-0.2499927875763905,-1.188292824506893,-0.3122562156926683,-0.5922530551326997,-1.4527752920415231,-0.7339362555495167,-1.0764221657063051,0.3503031445481682,-0.5172487309123702,0.985611291489525
2011-03-01,-1.6907463205981037,-1.0490476106503326,-0.9387827159137004,-0.5817929265721297,-0.937082361523687,-2.037139844138712,0.1832616790235219,0.3184165859519008,-1.1135307055496897,-0.4372715891613082,-0.5982220045407338,-0.1908415562624575,-1.5248701114145613,-0.3483567862517223
2012-03-01,-0.853088287655314,-0.98205194898579,-1.012382483455318,-0.248973987704299,0.1214992689704642,-0.8819837062680738,-1.082148470432828,-0.9321676772032657,-1.9178841249746932,-0.7965209685295266,-0.1800349257477754,-1.0693417916158094,-1.4862297688331745,-1.1702301345566042
2013-03-01,-0.9672427069039852,-0.2034647065214491,-0.7319659587514529,0.4111751216090354,-1.3819497315648732,-1.3110753715377992,1.1790568965111368,-0.5003774913312685,-1.7418759767383816,0.3039898226893378,-1.7312234165938931,-1.100154675639338,-0.5662702275495783,-0.5497294161337744
2014-03-01,0.5974914542194045,-0.3357670254632617,0.3825876472194685,-1.146297477836046,-0.6134425338935763,-1.8907843528767991,-1.1982519296036265,-1.6700071412201611,-1.4509634212981224,-0.2489413850370869,-0.7156469325674656,-1.9168294590727344,-1.0313740464975083,-1.570518987962648
2015-03-01,-0.7975001165710794,-0.1701419429425189,-0.2101310857348033,,-0.1855249943485132,-0.8819377705454932,,-1.6145344455946269,,-0.6798370385950188,-1.1449014816890466,-1.3557212143730326,-1.3414552051177009,-0.6041162722576734
2016-03-01,0.0723870504892651,-0.1086394345470764,0.6993382424605398,,-0.6623512248323054,-0.5829523237355105,,-0.5967576305890083,,-0.5681233921619184,-0.0936940339366464,0.1609150135929909,-0.1399678731538358,-0.5774034500643426
2017-03-01,-0.3273696564905766,-0.6882821159398721,-1.3145439938797914,,-1.1801560239846594,-1.4779620172474444,,-0.2520203295279312,,0.2348068083967715,-0.2036189732266469,-1.2658049482484108,-1.2943423758244172,-0.3147982981559042
2018-03-01,-0.4705255093516367,-0.8465723720940601,0.1869376048504603,,0.0188277528834811,-1.473702633643435,,0.9225586891628292,,-1.1525783394253102,-1.497120801809949,-0.5690646991247628,0.0220193574951886,-1.3135401055821077
2019-03-01,-1.7079715858172664,-0.3110888828749881,-1.1660806950662146,,-2.033921732004143,-0.8171416364206281,,0.4506505072733052,,0.2412357286124243,-0.4398907473521072,-0.474805118148058,-0.6304312988801899,-0.7868821899288075
2020-03-01,-0.2227878837796014,-1.4782698670821608,0.4766236060350802,,-0.827889134070626,-2.121092037585775,,-1.457781161149558,,-0.0203563751953587,1.306202005782428,-0.8367062558566011,-0.1192349099348148,-0.7537229956289274
