time,spatial_ref,SPI3
1950-03-31,0,0.5873791065265154
1951-03-31,0,-0.8186792248611027
1952-03-31,0,-0.09457939612831752
1953-03-31,0,-0.5303682178762025
1954-03-31,0,-0.27585387236668996
1955-03-31,0,-0.28825944773506396
1956-03-31,0,0.1510937283912815
1957-03-31,0,-1.1422748165466858
1958-03-31,0,-0.004677139135706448
1959-03-31,0,0.2622254977425711
1960-03-31,0,-0.5188968762065799
1961-03-31,0,-0.4045389415358601
1962-03-31,0,0.13630117661838423
1963-03-31,0,0.2827890307717806
1964-03-31,0,-0.3537334266784433
1965-03-31,0,0.5017109331178551
1966-03-31,0,-0.25007904741517084
1967-03-31,0,-0.5728691784170092
1968-03-31,0,0.33724616292750403
1969-03-31,0,0.33933413353168085
1970-03-31,0,-0.8854344944774861
1971-03-31,0,-0.03816778005537695
1972-03-31,0,-0.4923915110109493
1973-03-31,0,0.38592767934022515
1974-03-31,0,-0.16803701134751423
1975-03-31,0,-0.12350941178333708
1976-03-31,0,-0.3071007322673974
1977-03-31,0,0.2992650176647424
1978-03-31,0,0.02781630457581157
1979-03-31,0,0.3674784483127441
1980-03-31,0,0.42599661978453424
1981-03-31,0,-0.4122591063796454
1982-03-31,0,0.24873373316392955
1983-03-31,0,-0.44133668683571176
1984-03-31,0,-0.28293776279763105
1985-03-31,0,-0.8565056817084316
1986-03-31,0,0.25443157013561035
1987-03-31,0,0.3304533016767303
1988-03-31,0,-0.37858568383313407
1989-03-31,0,0.1093714346702009
1990-03-31,0,0.15737376226582575
1991-03-31,0,-0.7165590691680619
1992-03-31,0,-0.36853091692319734
1993-03-31,0,0.26969691729181006
1994-03-31,0,-0.4651307629518175
1995-03-31,0,-0.06950966078795703
1996-03-31,0,-0.22602383604769416
1997-03-31,0,0.22121695505916572
1998-03-31,0,0.015480695165324814
1999-03-31,0,-0.16574351891932676
2000-03-31,0,0.20225054500676232
2001-03-31,0,0.22476826668728836
2002-03-31,0,-0.23104925159854994
2003-03-31,0,-0.48517791853905473
2004-03-31,0,-0.18496182322990729
2005-03-31,0,0.36004227908552633
2006-03-31,0,0.4916995179255561
2007-03-31,0,1.015903013327328
2008-03-31,0,-0.5672675463668398
2009-03-31,0,-0.8116875278719491
2010-03-31,0,0.33361941623022673
2011-03-31,0,0.18706792523449792
2012-03-31,0,0.41684888721787416
2013-03-31,0,-0.11002098551435108
2014-03-31,0,0.701077317936078
2015-03-31,0,0.7129959576228606
2016-03-31,0,-0.08989262130141897
2017-03-31,0,0.05135782250957531
2018-03-31,0,0.18396339028665215
2019-03-31,0,-0.16060571141539834
2020-03-31,0,-0.32778755610667454
2021-03-31,0,0.03949673060975095
2022-03-31,0,0.07385895886320634
2023-03-31,0,-1.8828142609724587
2024-03-31,0,0.7600357065261978
2025-03-31,0,0.49189668924867014
