,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,CESM2-WACCM,CIESM,CNRM-CM6-1,CanESM5,CanESM5-1,E3SM-1-0,E3SM-2-0,EC-Earth3,EC-Earth3-AerChem,EC-Earth3-CC,EC-Earth3-Veg,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-H,GISS-E2-2-G,HadGEM3-GC31-LL,IPSL-CM5A2-INCA,IPSL-CM6A-LR,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorESM2-LM,NorESM2-MM,TaiESM1
1951-01-31,1.8245957411295917,0.684580194200011,0.5798669168894934,-0.456188200925374,-0.10957974401782396,1.3038781019816807,-0.4821006032078998,0.9165162583754761,0.8544075384952159,0.1459696276363261,0.00908779879386058,-0.0801521250632067,-1.2161817896578704,0.873165568616946,-1.5163218331698813,1.1084751598980989,0.15241746819017085,-0.19344138854168239,2.756570835744519,-0.1795752966521096,-1.1178829060023192,0.04435264078976315,0.5605308284741384,1.1471401213877555,0.04108544291522589,0.013160647792027066,0.7399499236433656,1.701163528958268,0.2588445934464727,0.6280433620757795,1.2954727604643308,-0.19270396285855554
1951-02-28,1.8200664652241558,0.8015687381867325,0.5934761078891074,-0.27570048888495136,0.09408500343053604,1.1978678071138413,-0.28836489745059096,1.1164657498836226,0.9121680455407395,0.13904134874744525,-0.18714659123184357,-0.05876772302257787,-0.9506639535983971,0.8585969597931381,-1.4755663773207863,1.3214099292119061,-0.09132581662547783,-0.4337365711197611,2.979984501069322,-0.1430235566157744,-1.0668099931405,0.018555447960738564,0.7313838574621638,1.15045183289675,0.1203500743878363,0.3033123597251224,0.8444855393091394,1.7803597838663834,0.13161277065523633,0.6059659793362887,1.251727005622075,0.03246590596516588
1951-03-31,1.9170421778760514,0.9069167601401685,0.689950006377799,-0.05635556232851857,0.3808008196519823,1.0875640328676033,-0.18785351603417239,1.4171090417291783,1.1912644449884808,0.018505695042277205,-0.31685967491449896,-0.11867853872986169,-0.3471261026362877,0.8260363109866001,-1.5878698244300355,1.472385892886948,-0.48432704790485553,-0.7944466204592546,3.128725443658866,-0.17075988915351847,-0.7819557636025457,0.16460187272953242,0.9437022958029173,0.8929349067243435,0.16518996276559983,0.40455925047529423,0.9084151154280202,2.0011702003903427,0.1665767234988686,0.5202177473999098,1.1790397345415784,0.32491946703988156
1951-04-30,2.016047268911081,0.987633303205021,0.8598059638542048,0.2758961883441981,0.7622005304819477,0.8606378727819644,0.10448237374015117,1.7359330704268752,1.518033763220334,-0.16348380256662745,-0.4840792049035361,-0.3240753124043011,0.2489551623843205,0.8145720615040015,-1.636031029773402,1.5759000169408472,-0.8956604056532805,-1.07481151607338,3.1069027195619965,-0.20843192134202707,-0.5544318484352013,0.3296834344419197,1.0516187158312267,0.3932865516883717,0.2744575724727874,0.369104574542054,1.1446786877753883,2.0100097898242133,0.3657135365444824,0.42696326166363435,1.085119038366084,0.7018844008850149
1951-05-31,1.876217874442186,1.0438190669951757,1.05855013837579,0.5169810976682847,1.1366756084194287,0.4447791925382927,0.40456527154294364,1.9140114217519884,1.9024661853927525,-0.2520574834522764,-0.7180628047301875,-0.525928861763964,0.5899793327450347,0.7704202325780966,-1.329689485134909,1.6179826377855935,-0.987862049816348,-1.3385798708473875,2.8346949917846667,-0.2663452990956571,-0.20071581407894867,0.39060318904362534,1.1467260607670071,-0.25084384717649144,0.3599342304533015,0.3256176776003577,1.402029744122968,1.80128746559399,0.6065033882330538,0.28636265134418104,0.9775595964462661,1.082580063278088
1951-06-30,1.6162645617272957,1.0108121794443576,1.2042011672636457,0.7387747056395065,1.5152307576886421,-0.046183866356249485,0.6841987564902242,2.001465534231495,2.2396683371075423,-0.40717042329767894,-0.8295087058527916,-0.637886454202508,0.8546407103537018,0.6184551274819783,-1.0862448148391546,1.5435884134773843,-1.155236570617439,-1.4487309696884112,2.376609633773844,-0.33296435599040164,0.018488770201344748,0.4312245731790692,1.2218737880154316,-0.8893500167934068,0.4308031643957899,0.2152983101361142,1.6720394942121712,1.6989225244756918,0.7991230054514847,0.11501275859885207,0.9386832160254874,1.5025107757161766
1951-07-31,1.4174474592977564,0.9965318867566184,1.236475069877478,0.9557322926400701,1.8738607202193673,-0.41698304676442555,0.9441065492854563,2.0885648962002756,2.454250782824428,-0.6043973562837779,-1.0042960197020396,-0.7358638037838524,1.2521605870365569,0.6053584304725056,-0.9154743476814213,1.3897543067816238,-1.1862672408727144,-1.4230379487203548,1.845319016625665,-0.40498727080690516,0.2014923257847247,0.41969818306047973,1.15951717287159,-1.3983377582746823,0.3261947991537533,0.04223454177901977,2.0140668081705786,1.469501354163409,0.9295165467291114,-0.0696869311282011,0.941985267873946,1.9899285591335967
1951-08-31,1.033945059068611,1.0188868202646966,1.2150330427503666,1.1929690702330797,2.168465444772162,-0.7542043848603346,1.2637876889918391,2.126353937178113,2.4959744673781192,-0.7231001839678692,-1.1735329862354784,-0.8049057196169092,1.4493241788066935,0.618706480385006,-0.5545136709475843,1.3556353085529016,-1.0538070233190242,-1.2750865358108323,1.1970339119011189,-0.45114392908067313,0.30816625926617747,0.34704114507402645,1.126399039917851,-1.70096199474137,0.29207607437465516,-0.07404877822145735,2.214665044000582,1.162615342499067,0.9704188989097634,-0.20473267048887656,0.9256854112554241,2.4937122634871582
1951-09-30,0.6302836606631336,1.073504850066031,1.1259304854354306,1.3859024034986545,2.40510249809762,-0.9751212848778961,1.4350192052191362,2.0892829084250955,2.4551269002834015,-0.8182606774157168,-1.2987082073039191,-0.7827650704601734,1.4409178839531698,0.5813568506038099,-0.19539929889321486,1.2154930946424054,-0.8712162396136115,-1.1018623953981825,0.5055112598613062,-0.4641822660758186,0.47124879020595495,0.2830816296227727,1.266230275074365,-1.7763434028855727,0.19114498410047856,-0.18531029093667728,2.2260471481914976,1.101431366501486,0.951964335918587,-0.34826682174167095,0.9763764828601718,2.891420672061753
1951-10-31,0.3809532610328285,1.1782426676925135,0.9795558050681114,1.5606938819886824,2.5989994106633305,-1.125121618930415,1.5260103399412381,2.0011976674812777,2.4046226641676216,-1.0052253647062181,-1.32195357689529,-0.7560748135045784,1.4924692817517697,0.5811250842578752,0.03830969778914266,1.017614088606971,-0.8144811159936586,-0.9582026988374841,-0.1322505376668921,-0.458114250609872,0.5237849883627184,0.2740540919290072,1.4479374726975816,-1.8156288548204556,0.061535915519687547,-0.23121165145594158,2.1685256367082526,1.240377382692341,0.9589136360317182,-0.48790389798329203,1.0607247037075553,3.1641138518907175
1951-11-30,0.17344722982910435,1.3037408590506012,0.7537381275796935,1.6608159127923743,2.686588100101258,-1.148245633389141,1.5624855529530588,1.7833876045454171,2.2376774399383472,-1.1822351582837205,-1.1129253001855053,-0.7461032761959809,1.429975751724924,0.6098905826632726,0.17642862811045248,1.016696146180038,-0.6094975271312224,-0.9806188167820598,-0.5618143501866866,-0.43864000251623286,0.5861219504956043,0.3384121375161151,1.6217845353704428,-1.8930315398826925,-0.0636197304844341,-0.2649862919993829,2.042592253600738,1.429241761873209,0.9730206065807052,-0.5210392892670322,1.0667413059186746,3.2723487519568746
1951-12-31,-0.04976275397506845,1.3537945463530439,0.687929136763252,1.6619382461575714,2.6729309274922772,-1.2221180907820333,1.5858243746004819,1.4528326577460067,2.1891799102335243,-1.270206173470321,-0.905531996235313,-0.6431905849981404,1.2605435567379422,0.5641855707185597,0.3373458070235822,0.901954300814177,-0.3245728271843323,-1.1246138798007324,-0.9458249471850905,-0.3333567693991549,0.7348046843684267,0.5934805426058223,1.696576328544446,-1.978243747291082,-0.05220683357791065,-0.2921308017110183,1.9579356463394426,1.6543829500992213,0.9528958452706112,-0.4555587136859905,0.9868753616749022,3.235222750407204
1952-01-31,-0.23043979546911994,1.3439538699757683,0.46813797617864233,1.5694700214693749,2.582616406688452,-1.1239765448699683,1.528352362183694,0.9807077603285013,2.134810150713665,-1.2871555565360164,-0.6730840615547244,-0.5979722736979262,1.1582654439900295,0.38955733807894855,0.4231495043535549,0.797178830775678,0.06197385751423608,-1.1482322688672566,-1.3171821007402325,-0.24918689803995153,0.8276953682097431,0.8476928944596364,1.578127325255555,-1.9522224699055406,-0.040341124615468654,-0.262560640136052,2.072846350658382,1.6207397987147278,0.8790618535793174,-0.47439836325709833,0.8951454195873355,3.081636715653076
1952-02-29,-0.2177022696123532,1.2293407219953958,0.19599372639618923,1.4528855302578094,2.4627356442207313,-0.9648008748774076,1.3627677054051595,0.44154998667383705,2.219205541911124,-1.117544543339354,-0.3631219827412006,-0.5796851616571722,1.1435202363814017,0.26363764731986417,0.6114996834195037,0.7442253291141799,0.3875044691946184,-1.2151808814684593,-1.5500951425076297,-0.1423923734559457,0.9344289983824061,1.1163444440626984,1.3429770062641866,-1.8194314271410632,0.07791336379775336,-0.12005026021529237,2.2526588692047302,1.5709697995724483,0.6604794720696863,-0.5114711815831908,0.6235847041093958,2.821106981061198
1952-03-31,-0.10928876017993185,1.1513338269885993,0.008556120131991142,1.3357300604640887,2.3097282646142827,-0.8185544487121266,1.2049898886045307,-0.0772826694839256,2.260159691528568,-0.8499980968723885,-0.16860199205642987,-0.46370340657991177,1.2269036793953074,0.07577274350736853,0.8592244236540237,0.9597082989714779,0.6923002403245226,-1.2994478469101163,-1.7416611789547143,0.012101335238075247,1.1960941676131478,1.5621930574010072,1.267581916061693,-1.477239719281511,0.1640125049659009,-0.04586593541442843,2.41598148445386,1.4137700895991538,0.22192208089451024,-0.5289867154645206,0.26969582641695783,2.485763052355299
1952-04-30,0.08161119712990411,1.0020291320264054,-0.20201335290106495,1.2833030908245413,2.001573147574158,-0.7066776542908861,0.7727567726184331,-0.5821689126605426,2.312370775660742,-0.457806314118608,-0.007377922018416615,-0.10981367365232132,1.4054675599341444,0.0404834892617811,0.9576404524523301,1.115762179909289,1.1060832272056753,-1.426398967608694,-1.8466550543820102,0.20167235263674657,1.3893946860699895,1.8020755870613296,1.081562333465668,-1.0157446762749756,0.17382828786529614,0.07426837115453132,2.408769718689941,1.1977902362894677,-0.22982540157566,-0.6641703242650576,-0.07018816142497383,2.252512067482157
1952-05-31,0.31164360654519474,0.7984042386780771,-0.49492521127672384,1.2757876345209078,1.5957084115840374,-0.4801837719807342,0.3424718832598925,-0.9904954237916275,2.080045169697507,0.009142349024400516,0.23499078768550702,0.08430717997332722,1.5204442378105452,0.07025434256694962,1.0696127926496473,1.2844677250808605,1.3733868570270484,-1.5152638337692603,-1.8723796835018267,0.24797431102410566,1.513519633899532,1.9112277958988884,0.984343750851069,-0.5481660951438517,0.20445492869365442,0.16814130616084025,2.1964968070328066,0.8563268382876955,-0.6335297666735944,-0.7852152021409474,-0.44019129054092,1.9558768308056045
1952-06-30,0.5739400948291032,0.5108124739515104,-0.7274286122400181,1.252110381585466,1.2344188967535328,-0.38135942022116104,0.09430971067726507,-1.3485172237533654,1.7382038800834951,0.49799087546604587,0.39058883941716227,0.3411646597077946,1.4161074677994878,0.2889526525210192,1.1591954725833475,1.4088747317694004,1.47114358685825,-1.5204983227115956,-1.781983832111401,0.30580990316369355,1.6484869335734331,1.900733434539067,1.02073835921924,-0.10047511158005838,0.09236502694562049,0.3401346503817103,1.8008834912604532,0.6636305366255015,-1.0580787032252545,-0.8965849045410689,-0.77800942391993,1.5248576549289015
1952-07-31,0.6433668535507431,0.2422578828971667,-0.9584943264982264,1.2032130653048128,0.8462408145303251,-0.25185429412410587,-0.07339570184329917,-1.6118705383181866,1.285174736470161,0.866040667851071,0.440276608607819,0.6193650138128658,1.2163743634839859,0.46793743723772363,1.1061452965542378,1.522503615183921,1.553177001248175,-1.3743275291786266,-1.6329443182232606,0.39894461931570396,1.899845588460119,1.840884165839024,1.085827535175297,0.27074396370075726,-0.11905718483818016,0.4489839856452733,1.3294621114918743,0.41984413250168795,-1.349332575696994,-1.023735096467717,-0.8874724241167515,1.0783727401011416
1952-08-31,0.5851663094994118,-0.1817542987511003,-1.1962877901511424,1.1579909109786308,0.4326350235101977,-0.07709918383992556,-0.22760737053433552,-1.744107701202477,0.7414302239573425,1.202380538614057,0.5656559125074718,0.7739441127946133,0.882002120853827,0.8922298208467799,1.0308016347255713,1.4181722703660788,1.739201858912988,-1.1501926949618637,-1.3862818192018478,0.40716548827850324,2.0398880620339446,1.646246310027148,0.907600268888848,0.5058025912706466,-0.27341618495927894,0.5493935788049449,0.942054653393073,0.20047297210851844,-1.4763955358345051,-1.175151861811212,-0.8465543204303019,0.651713495713172
1952-09-30,0.5088954703269806,-0.5299442644586542,-1.3366627701539744,1.0894535006821848,0.1079369914595144,0.04266991744883534,-0.13553311360427525,-1.79828614237237,0.26543130393681186,1.4628962614546057,0.5533270249100944,0.7365262598571909,0.5659266210969239,1.2385068649032394,1.0945587144662812,1.2925239418358359,1.887400706967662,-0.8317655917299842,-1.1517530284002138,0.3507308792433534,2.171069158764531,1.6353247342441013,0.7765028615154469,0.6878687353263021,-0.4235739571208696,0.6216214066961695,0.7502159363347833,-0.006557467745935761,-1.5575955496546698,-1.3069228786415905,-0.7882167520179304,0.15696975533137983
1952-10-31,0.4873756083326311,-0.7763272738590697,-1.4378619881837804,1.038758725279694,-0.11086102853214708,0.04476991664757369,-0.07797615418912604,-1.745442886946388,-0.00870977993728174,1.638805545021725,0.41544797989895427,0.7316539775839608,0.31566144980282534,1.5407805684788491,1.0305697651587198,1.2554331554254246,1.879265175827793,-0.5039298985515163,-0.945292806606415,0.39083954080718075,2.2561109216455324,1.6691648339226663,0.6155452252183637,0.8535342149473266,-0.6134845727587712,0.7326834232473276,0.5611183208003307,-0.06526463055403768,-1.6547574092418895,-1.4562258183517849,-0.6840908833094772,-0.2473452735121886
1952-11-30,0.4997804414282714,-0.9119608479072588,-1.3705608822545545,0.9971453981070584,-0.310723289280045,-0.006681774411836353,-0.1275626435164195,-1.546589855776381,-0.275037202914633,1.800537889220151,0.27157962734628793,0.843028642896292,0.21987347939377994,1.7899455466280783,0.949579375879711,1.1211338837242621,1.9019102892597983,-0.2537754908890806,-0.7787670079534238,0.49142704803315346,2.35457727644588,1.6360524739735183,0.40954053604985774,0.9191631748184015,-0.7133133342338186,0.6109930302657871,0.45644042885856223,-0.014370571785393338,-1.7450383977543709,-1.4705840644602235,-0.515763185440272,-0.4715123937065775
1952-12-31,0.49585010741233854,-1.0500670391413318,-1.4092699589763522,0.9585035847048894,-0.5369673374843239,-0.12683482162567072,-0.21804058201302545,-1.3530045521390506,-0.8144929223102604,2.016335215277985,0.1793986701704266,1.0119418580888568,0.19216988229967938,1.9955431390908192,0.8632136304088215,1.0369391250670403,1.999952754347815,-0.16371795786785595,-0.6743559167303904,0.5480735271826233,2.3165158657279528,1.5848871912299922,0.1543700632689619,1.0061965640625719,-0.7513298708815384,0.4457448636940895,0.43959991396529446,0.07997867262244178,-1.9223468353982274,-1.429158214132339,-0.3341130238517102,-0.6708231088372156
1953-01-31,0.6588257042668814,-1.0984908609121635,-1.5100213007748133,0.9142964241606022,-0.7353401886541103,-0.2079783794557689,-0.4010248614572781,-1.1965850350647202,-1.0066752207111822,2.0967934627511533,0.13599776728200946,1.2034324626889483,0.41566982602736297,2.06234857793037,0.8828192802316066,0.855905044163752,1.9008540824390712,-0.1544533009999543,-0.550484857494308,0.6427894078939296,2.413722381557,1.6341822735221543,-0.2335269514192921,1.0620973937124731,-0.7647252410826209,0.27717421323994584,0.4297071415482869,0.17100351264280028,-2.135692218125844,-1.376635037896492,-0.122593031395213,-0.776498141885207
1953-02-28,0.7983903617193591,-1.055693199121196,-1.4783145479552753,0.8389639764339236,-0.9486808923093597,-0.2680923700976205,-0.7762160000048103,-0.8525474086865084,-1.1083619444853319,2.0542924835899012,0.2424541875044132,1.1824656789940107,0.5367562809258937,1.9613074075478067,0.8023606070978457,0.453325386570475,1.8018669916796193,-0.13740019957350355,-0.4634449638826197,0.7848286825202969,2.3918808006276446,1.530146904686087,-0.43256907852076615,1.002169424776334,-0.8443240103689369,0.11085284184167661,0.41366595305412013,0.016960008025473296,-2.245369846651423,-1.2377246295780373,0.06405482614736638,-0.7921653764733663
1953-03-31,0.7665285482874813,-0.9268577872257165,-1.3087695822856211,0.7233235079000373,-1.0477840172805124,-0.21365845373448542,-1.1617601148443026,-0.6161425389271227,-1.2679193273485245,2.1010349333440725,0.4562781560405536,1.4227804776025694,0.6086121598091218,1.6318464935578192,0.45805862447564427,-0.22147581898862875,1.8096928157661842,-0.11049078577250941,-0.4423151963896318,0.9147766090753522,2.1551010442092653,1.128968472796931,-0.4069949570467281,0.8419592296808033,-0.9755565151030761,-0.19096682096671053,0.3839024562242147,-0.18361761968458187,-2.2837592288483037,-0.9594553775804552,0.3305604730865607,-0.7183852596655775
1953-04-30,0.6807145050626513,-0.6730654611205694,-1.0728144576048373,0.5347504222201622,-1.0807076646785567,-0.056896059370904056,-1.3805779946910794,-0.46450171990904543,-1.4517882006131264,1.9611639432256698,0.8256066949595473,1.6385949354074199,0.7055309051650775,1.271685131241289,0.14126988948901242,-0.7939505737084188,1.6628557900319207,-0.13930885301487125,-0.5563043001174411,1.0347298884980816,1.8385025134811062,0.9985817169708517,-0.38191741367396037,0.6299059357754909,-1.0737212900914095,-0.37792389346576327,0.29455327959325767,-0.3773518554263692,-2.220240187565032,-0.728612954228409,0.5304376695791672,-0.6152524501124418
1953-05-31,0.6287838669560306,-0.3303507826380392,-0.604543250071477,0.25398872527418387,-1.004466631145429,0.08199539638145349,-1.5013116386327674,-0.28451306883883243,-1.3476811898724104,1.744932726145414,1.231514111346025,1.7781568707534103,0.8007988548625831,0.7945775157334206,0.08094230815397195,-1.2821611679212461,1.3965302308920187,-0.10507797396190437,-0.7262327230169948,1.2295134385874096,1.4322562676287929,0.9798213792042348,-0.26071309163970663,0.3109414284288862,-1.2224075119974345,-0.4933189757388106,0.08541176302912538,-0.6177087896612313,-2.0149825734294886,-0.5422594212518266,0.6575345591442021,-0.48466322334351447
1953-06-30,0.4754289218461317,-0.02055993124865125,-0.11531711841652034,-0.14892565446538777,-0.8828390527048637,0.16246501718399736,-1.4795366438281627,-0.15560531579711306,-1.3169461990273086,1.5140373961132763,1.6872092730841313,1.9322482711792834,0.7181123564744898,0.13844398532155258,-0.06395080559507643,-1.563137286340461,1.207715064074533,0.009400490631414194,-0.8017212830503426,1.4186403172025923,0.9515123717344106,1.029268071177643,-0.01479711659384995,-0.07336699795341456,-1.3720406197580197,-0.6526071462897644,-0.14421499646491773,-0.7673305914474263,-1.6328400132154202,-0.33769134353464997,0.7521832105141176,-0.40629235174593875
1953-07-31,0.37819464194371716,0.25946058095614116,0.26702228997378846,-0.5574806321158687,-0.6565517304733117,0.2724739277392573,-1.3266833714669635,-0.20208403776169118,-1.3804320662478708,1.3739083356643198,2.0430276297674745,2.317512379712392,0.7193216153576028,-0.4163734502109879,-0.016659161647136645,-1.6256484654384045,0.9746249347909391,0.0658470677063126,-0.7536205749174736,1.4976596523603674,0.55812574831583,1.084325945746598,0.0039004678004522482,-0.3519596854169465,-1.393587318374993,-0.7686426895077012,-0.33425474448917575,-0.6426503973155856,-1.3259033881136928,-0.19075269167963677,0.910608885666584,-0.46617568188194564
1953-08-31,0.4017563101728261,0.4821268330750016,0.49752565223531403,-0.9358144017255969,-0.5337110751764526,0.3779363274639541,-1.0879060922119297,-0.31266463462097066,-1.3507858474961338,1.1404086019901636,2.371754744626379,2.386649925065577,0.6947159333733145,-0.7338272962513139,0.2742577141695267,-1.3713063358121067,0.7856089219047271,0.08373270818517513,-0.6528259234291546,1.5306847068619078,0.5647403861525435,1.3638814802101373,-0.20457482259050583,-0.5194794077977609,-1.331158900752136,-0.7362891192857558,-0.34072792490614895,-0.47221347057278235,-1.0751145355908374,-0.21372894178032675,1.0071989807183483,-0.6362943272401852
1953-09-30,0.4107236344684105,0.5940302232264508,0.6730731199974445,-1.2214467135975546,-0.5507668343604077,0.4080929658277242,-0.9959904309286648,-0.4006532491469049,-1.1732124736104965,1.1149263454002354,2.5681154920767133,2.412843052830239,0.6378973316664653,-1.0834866129232295,0.5769446291737449,-1.232302755831023,0.7248447195883884,0.12330865484757363,-0.4211947896063547,1.508806280304329,0.518404058885826,1.5198680854372015,-0.4418493670618269,-0.6324732860962334,-1.274516375432163,-0.7303358932330355,-0.28300492119095855,-0.3640714344354436,-0.9345576438582629,-0.2513183178388839,1.1141743207151047,-0.8546039089462649
