time,spatial_ref,SPI3
1950-03-31,0,0.01432155881118001
1951-03-31,0,-0.12952960965355834
1952-03-31,0,0.182559614450811
1953-03-31,0,0.06556830847317884
1954-03-31,0,0.8460371060695165
1955-03-31,0,0.10293585116285985
1956-03-31,0,1.0300499407717976
1957-03-31,0,0.01756483583312953
1958-03-31,0,-0.6497758890582882
1959-03-31,0,0.5679812452363189
1960-03-31,0,0.5969932510620021
1961-03-31,0,-0.12331368191375304
1962-03-31,0,0.43246697682945123
1963-03-31,0,-0.09830068056154984
1964-03-31,0,0.4449307829444025
1965-03-31,0,-0.1674705481216644
1966-03-31,0,0.36348443060040714
1967-03-31,0,-0.20195574814564415
1968-03-31,0,0.44409391906608436
1969-03-31,0,-0.27811037482739925
1970-03-31,0,0.03425442539288472
1971-03-31,0,-0.3012195786400227
1972-03-31,0,0.14492481768351595
1973-03-31,0,0.1909337696545063
1974-03-31,0,-0.15107233077383828
1975-03-31,0,0.34100193043198673
1976-03-31,0,-0.4698571929736921
1977-03-31,0,0.15017184542524553
1978-03-31,0,0.03860395776165822
1979-03-31,0,0.03905058498693274
1980-03-31,0,-0.1442992840445445
1981-03-31,0,-0.18244749141703714
1982-03-31,0,0.14009193617754873
1983-03-31,0,0.05513885443152021
1984-03-31,0,-0.06472310434061586
1985-03-31,0,-0.42603488821067076
1986-03-31,0,0.17514987586568068
1987-03-31,0,-1.0218272776464155
1988-03-31,0,0.36229319397560633
1989-03-31,0,0.346045321486376
1990-03-31,0,-0.6093778874389051
1991-03-31,0,-0.10920800127916283
1992-03-31,0,-0.22545677163953726
1993-03-31,0,-0.3461233321213612
1994-03-31,0,-0.41793195541527156
1995-03-31,0,0.3121628759326167
1996-03-31,0,0.4192261682272633
1997-03-31,0,0.422557349249252
1998-03-31,0,0.01527808479558589
1999-03-31,0,-0.35023080326376554
2000-03-31,0,0.1341411444545668
2001-03-31,0,0.21339594788731667
2002-03-31,0,0.2534473778233886
2003-03-31,0,-0.9047378459767291
2004-03-31,0,0.3399769913541724
2005-03-31,0,0.5212851323825601
2006-03-31,0,0.060596980500381585
2007-03-31,0,-0.5653683448240954
2008-03-31,0,0.22116237618154871
2009-03-31,0,0.5834841541367448
2010-03-31,0,-0.6012343875420123
2011-03-31,0,0.10300041606079637
2012-03-31,0,0.7390231717974827
2013-03-31,0,0.4168511089103236
2014-03-31,0,0.26295415662572014
2015-03-31,0,-0.6514915041136147
2016-03-31,0,0.6979927253065679
2017-03-31,0,1.1179990517813458
2018-03-31,0,-1.025360456775429
2019-03-31,0,0.45551668652294675
2020-03-31,0,0.12765742248535897
2021-03-31,0,-0.6700852098011147
2022-03-31,0,-0.1743269478243685
2023-03-31,0,0.18432760895169842
2024-03-31,0,0.08864311231163782
2025-03-31,0,0.06450612425526951
