time,spatial_ref,SPI3
1950-03-31,0,0.07819537832248395
1951-03-31,0,0.401252618626004
1952-03-31,0,-0.2530394066028169
1953-03-31,0,0.3576882310575045
1954-03-31,0,-0.040967984420820044
1955-03-31,0,0.36699251950348205
1956-03-31,0,0.44083821530713474
1957-03-31,0,0.23426831487859137
1958-03-31,0,-0.06264157815594236
1959-03-31,0,0.5848526927839257
1960-03-31,0,-0.05205318866220586
1961-03-31,0,-0.6580416989668026
1962-03-31,0,0.0327686140060094
1963-03-31,0,0.32485027519303294
1964-03-31,0,-0.922711628473683
1965-03-31,0,0.23009516670217373
1966-03-31,0,0.6304440063556396
1967-03-31,0,0.018857063580674804
1968-03-31,0,-0.5633838241902382
1969-03-31,0,-0.12552966128266266
1970-03-31,0,-0.39238682898681504
1971-03-31,0,1.0498351136673671
1972-03-31,0,-0.05975649629324822
1973-03-31,0,-0.20047376382879684
1974-03-31,0,-0.44561995045855074
1975-03-31,0,0.45477732253897285
1976-03-31,0,-0.5668936314670635
1977-03-31,0,-0.37944907123352833
1978-03-31,0,0.08989009571688482
1979-03-31,0,0.6936830998344679
1980-03-31,0,0.07688228707009832
1981-03-31,0,-0.18897382586570804
1982-03-31,0,0.30567291986700923
1983-03-31,0,-0.16672944725845731
1984-03-31,0,-0.5477911886883021
1985-03-31,0,-0.2567903393380086
1986-03-31,0,0.0459949619607528
1987-03-31,0,-0.2470430661977725
1988-03-31,0,0.08664586380906415
1989-03-31,0,-0.4763420750833961
1990-03-31,0,0.8573961523041669
1991-03-31,0,0.3913159713688163
1992-03-31,0,0.0764919643980237
1993-03-31,0,-0.5727687341510436
1994-03-31,0,-0.16802864424855768
1995-03-31,0,0.005188806434022481
1996-03-31,0,0.28716948814269083
1997-03-31,0,-0.09441624536626902
1998-03-31,0,0.15179216260793826
1999-03-31,0,0.2531405710213115
2000-03-31,0,-0.37271686195140696
2001-03-31,0,0.650701138883241
2002-03-31,0,0.7970738359887257
2003-03-31,0,0.4467774483522892
2004-03-31,0,0.5070224047276229
2005-03-31,0,0.43749016058719487
2006-03-31,0,-0.44954509719317215
2007-03-31,0,-0.506615105075321
2008-03-31,0,0.2670232869230279
2009-03-31,0,-0.19026055318403165
2010-03-31,0,0.1798284004694575
2011-03-31,0,-0.3677378750831765
2012-03-31,0,-0.19800005907145313
2013-03-31,0,0.2782744990537837
2014-03-31,0,-0.629505807930361
2015-03-31,0,-0.40997694603968227
2016-03-31,0,0.3007103879505115
2017-03-31,0,-0.4818550234875221
2018-03-31,0,-0.728065752062707
2019-03-31,0,0.2703777519463428
2020-03-31,0,0.03526439553916961
2021-03-31,0,0.31651119237379133
2022-03-31,0,-0.6504898525732504
2023-03-31,0,0.4624558262813655
2024-03-31,0,0.12369168175008104
2025-03-31,0,0.05216328458050821
